,order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
19,ORD447681,ID0294623058,2019-06-26,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 1)]",4680,62.28,-37.8190576,144.96424530000004,25,3572.28,Winter,False,0.4694,five stars is perfect for the price!!! wonderful buy!,True
20,ORD414667,ID0241807452,2019-01-30,Bakers,"[('iStream', 1), ('pearTV', 1), ('Universe Note', 1)]",9910,72.67,-37.8111128,144.9910169,25,7505.17,Summer,True,0.391,"not unlocked just got my phone, the phone was not unlocked and did not come with the s pen .",False
21,ORD252772,ID0575570542,2019-09-17,Bakers,"[('Olivia x460', 2), ('iStream', 1), ('Candle Inferno', 2)]",3460,54.37,-37.8247704,144.9884396,15,2995.37,Spring,True,1.7497,"great phone, great price. omg!!! it's so nice to have a phone that does what it's supposed to do. i down graded from my olivia universe note 4, but i didn't miss a beat. thanks again.",True
22,ORD092500,ID3213655346,2019-01-23,Thompson,"[('iStream', 2), ('Lucent 330S', 2), ('Candle Inferno', 2)]",3620,68.17,-37.8094801,144.9479139,10,3326.17,Summer,False,0.3631,wish i could rate 6 stars!!!!! best phone i've ever had. like literally. it works great the speed and the almost bezelless screen is amazing,True
23,ORD107512,ID6167279401,2019-03-07,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675,65.03,-37.8101985,144.96151719999997,25,3571.28,Autumn,True,1.1716,"call disconnects! call drop outs, bought htc",False
24,ORD118456,ID1982439988,2019-04-22,Bakers,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",4545,80.91,-37.8151528,145.0060579,25,3489.66,Autumn,True,1.1117,fast delivery. good,True
25,ORD116006,ID0277090010,2019-09-19,Nickolson,"[('pearTV', 2), ('Universe Note', 1), ('Alcon 10', 1)]",25020,104.67,-37.8078584,144.97289630000003,10,22622.67,Spring,True,1.2308,"great value for money! got this from warehouse deals, best phone for the price i paid!",True
26,ORD190189,ID0356088693,2019-03-17,Bakers,"[('iStream', 1), ('Universe Note', 1), ('pearTV', 2), ('Olivia x460', 2)]",18670,64.39,-37.8163022,144.9956386,15,15933.89,Autumn,False,0.7029,wow best phone i've ever owned,True
27,ORD202578,ID0372992165,2019-07-17,Bakers,"[('Olivia x460', 2), ('iAssist Line', 2), ('Alcon 10', 2), ('Candle Inferno', 1)]",25230,63.48,-37.80766970000001,144.9803686,10,22770.48,Winter,True,1.3326,one star dropped it once it broke screen don't work,False
28,ORD128229,ID4326586172,2019-07-07,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Olivia x460', 1)]",4680,68.95,-37.8007705,144.9574101,0,4748.95,Winter,False,1.6071,best phone for the money love my phone.,True
29,ORD146966,ID3862394069,2019-11-01,Thompson,"[('Olivia x460', 2), ('Toshika 750', 2), ('iStream', 1), ('Lucent 330S', 1)]",12470,99.93,-37.8091448,144.9489121,10,11322.93,Spring,True,0.4249,i previously had a nook that died and tried the inferno and i was hooked. great price and lots of things to do,True
30,ORD208371,ID0580036255,2019-03-19,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Alcon 10', 1)]",14170,80.82,-37.8024333,144.9381113,15,12125.32,Autumn,True,1.3856,five stars very very good. definitely worth the money. works well in israel. fast shipping! thank you,True
31,ORD275291,ID0781085309,2019-07-27,Bakers,"[('Alcon 10', 2), ('Universe Note', 1), ('Thunder line', 2), ('iAssist Line', 2)]",30160,85.27,-37.8221864,145.01548799999995,5,28737.27,Winter,True,2.2393,got what i want it everything i expected,True
32,ORD378824,ID0268533991,2019-04-09,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 1)]",4750,64.19,-37.8118383,144.9753622,25,3626.69,Autumn,True,0.9093,"it doesn’t have a long battery life overall the phone looks new. and for a while i was excited but the battery life sucks. i end up charging this phone about 3 times daily. if i go to bed with the battery on 25% , next morning it’s about 10%. do not buy this phone it’s a waste of your money",False
33,ORD100687,ID0702376274,2019-06-26,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2)]",20360,78.21,-37.805153999999995,144.9411959,10,18402.21,Winter,True,0.9836,one of the best worked for what i needed and was pretty simple. i mean for a minute card phone this is one of the best! plus they are weirdly durable.,True
34,ORD459718,ID2180815093,2019-07-01,Nickolson,"[('Alcon 10', 1), ('iStream', 1), ('pearTV', 1)]",15410,48.54,-37.8171331,144.9606427,0,15458.54,Winter,False,0.8001,"bad quality, bad service it start glitching after one week, i returned it. i order the same another one, it came an empty box. do not buy!",False
35,ORD025988,ID0767730103,2019-08-26,Nickolson,"[('pearTV', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",19440,81.38,-37.8045761,144.9705632,15,16605.38,Winter,True,1.5631,as good as new! love the phone. looks and performs like new.,True
36,ORD166659,ID0579514099,2019-09-28,Thompson,"[('Universe Note', 1), ('iStream', 2), ('Alcon 10', 1), ('Toshika 750', 2)]",21340,96.3,-37.8129602,144.94745980000005,5,20369.3,Spring,True,0.0469,"good price, everything i expected, good purchasing experience. very pleased this far. arrived in a timely manner and looks new. i've been using the phone for 24 hrs now and learning it. this is exactly what i expected and was hoping for. good price and good purchasing experience.",True
37,ORD249535,ID0634785679,2019-05-25,Thompson,"[('iStream', 2), ('Universe Note', 1), ('Toshika 750', 2)]",12390,64.21,-37.8139995,144.93967130000001,5,11834.71,Autumn,False,0.6671,love it! i had an alcon 4. the phone was starting to freeze up and was real slow. i upgraded to the olivia galazy s4 and i love it!,True
38,ORD233374,ID0294624698,2019-04-19,Nickolson,"[('Lucent 330S', 2), ('Universe Note', 2), ('iStream', 2)]",9660,63.73,-37.8187389,144.9666657,15,8274.73,Autumn,True,0.2542,i purchased this for my mother in law. she is getting old and wanted something she could see.the font size was never quite right for her and she was often confused by all the attempts this device makes to sell you something. it really wasn't a good fit for her.the device died approximately 1 week after purchase. we returned it for a refund.,False
39,ORD401962,ID2975229838,2019-11-21,Thompson,"[('Universe Note', 1), ('Alcon 10', 2)]",21350,107.51,-37.8014705,144.9578627,15,18255.01,Spring,True,1.5673,"awesome j5 olivia universe j's this phone met all my expectations... i actually gave it as a gift, and my wife loves it especially the 5megapixel front camera with led flash...",True
40,ORD243057,ID1725216501,2019-01-30,Thompson,"[('iStream', 1), ('Toshika 750', 2)]",8790,101.63,-37.8025039,144.960533,10,8012.63,Summer,True,1.6382,"purchased this a couple of weeks ago, no complaints so far. web pages load pretty quickly on the silk browser, and the battery life is excellent. after installing google play store (it's really easy!) even more apps are available. can't beat this for under a hundred dollars!!!",True
41,ORD270134,ID1982439988,2019-04-23,Bakers,"[('Universe Note', 1), ('Alcon 10', 2), ('Thunder line', 1)]",23530,66.37,-37.8151528,145.0060579,5,22419.87,Autumn,False,1.1117,"very nice. this phone is a welcome upgrade over my last one which was several years old. the screen is very nice, the whole phone seems quite well made. the battery is above average from my experience, but not spectacular. well worth the cost when ""worse"" phones sell for more money.",True
42,ORD282299,ID4909776699,2019-03-02,Bakers,"[('Candle Inferno', 2), ('pearTV', 2), ('Thunder line', 2), ('iStream', 1)]",17990,81.98,-37.8241066,145.0001353,0,18071.98,Autumn,True,1.6288,fast phone and great battery works great! fast too. i came from an alcon 6s and this is like night and day difference.,True
43,ORD356888,ID1497170573,2019-06-04,Bakers,"[('iStream', 1), ('Universe Note', 1), ('Candle Inferno', 2)]",4460,69.51,-37.823614899999995,144.99022649999995,25,3414.51,Winter,False,1.5786,one of the best ! still one of my favorite phones. everything about the phone will satisfy your every need.(highly recommend),True
44,ORD424202,ID4633638458,2019-06-27,Thompson,"[('pearTV', 1), ('Lucent 330S', 1), ('iStream', 2)]",7840,78.38,-37.806425899999994,144.9439917,15,6742.38,Winter,True,0.7462,it was in better shape than i expected. it was new as far as i can tell. the add said it was renewed. i was expecting some scuffs or ligh scratches. the universe s9 i received was in new condition.,True
45,ORD314714,ID6167489449,2019-01-22,Nickolson,"[('iStream', 1), ('Thunder line', 1), ('Universe Note', 1)]",5780,73.21,-37.8139299,144.96037330000001,10,5275.21,Summer,False,0.9597,good phone good phone. if you got the spare cash go for the s9 the dual speakers sound amazing.,True
46,ORD416565,ID0579492145,2019-09-23,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Universe Note', 1)]",12830,100.6,-37.816903499999995,144.9516802,0,12930.6,Spring,True,0.6214,it's a good phone it was nice!,True
47,ORD093622,ID6167278768,2019-09-16,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Toshika 750', 1)]",8000,72.65,-37.8132864,144.9514763,5,7672.65,Spring,False,0.3936,"great phone, great price good",True
48,ORD479696,ID4453229731,2019-06-19,Thompson,"[('Universe Note', 1), ('Toshika 750', 2), ('iAssist Line', 2)]",16540,77.81,-37.8206237,144.9415725,15,14136.81,Winter,True,1.0084,excellent for the price! i don't see much difference from the flagship phones! loving this phone so far. great value!,True
49,ORD095044,ID4380043475,2019-02-12,Bakers,"[('iStream', 1), ('Olivia x460', 2), ('Lucent 330S', 2)]",5060,65.55,-37.823122399999995,144.98919990000005,10,4619.55,Summer,False,1.5545,disappointed! no headphones. i'm so disappointed. box came open and scratched. phone looks like it's been used. there is nothing in the box except phone and charger. where is the headphones and cable? never again!,False
50,ORD027403,ID0287629304,2019-02-22,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('iAssist Line', 2), ('Universe Note', 2)]",21220,75.03,-37.8043831,144.950366,15,18112.03,Summer,False,0.9673,i have received your shipment and am very satisfied with the goods i have received your shipment and am very satisfied with the goods. i can recommend it only! lovely greetings from switzerland! best regards roland güdel,True
51,ORD053810,ID0305106977,2019-08-20,Thompson,"[('Thunder line', 2), ('Universe Note', 1), ('Alcon 10', 1), ('iAssist Line', 2)]",21210,65.98,-37.80556370000001,144.9419322,0,21275.98,Winter,False,0.9113,three stars nice,True
52,ORD102721,ID3218293547,2019-10-28,Thompson,"[('Universe Note', 2), ('Alcon 10', 1)]",15850,77.84,-37.80463320000001,144.952985,15,13550.34,Spring,False,1.0352,i love it! i love it !!! and to get it for a penny i got 3 universe for gift with my plan,True
53,ORD051072,ID2189269629,2019-12-22,Nickolson,"[('Universe Note', 2), ('Thunder line', 1), ('Candle Inferno', 2)]",9940,93.26,-37.8209335,144.9614206,15,8542.26,Summer,True,0.7609,bought this for my father as he had my old candle easy for him to use,True
54,ORD186408,ID6167359505,2019-03-01,Nickolson,"[('Lucent 330S', 1), ('pearTV', 2), ('Universe Note', 2), ('Alcon 10', 2)]",38650,65.92,-37.8093901,144.9731119,0,38715.92,Autumn,False,1.0714,"love it i just over love my phone, just what i was looking for. reasonable price love the camera, lightweight. love it",True
55,ORD134129,ID1449431580,2019-05-18,Nickolson,"[('pearTV', 1), ('iStream', 1), ('Olivia x460', 2)]",8910,79.06,-37.814862299999994,144.97459080000004,0,8989.06,Autumn,True,0.6075,happy excelente aparato no hay despedicio,True
56,ORD202505,ID0664378469,2019-09-19,Nickolson,"[('Toshika 750', 2), ('Universe Note', 2), ('iAssist Line', 2), ('Alcon 10', 1)]",28940,71.2,-37.820180900000004,144.9669521,15,24670.2,Spring,False,0.2888,five stars good product would buy again,True
57,ORD117741,ID0581772990,2019-10-17,Thompson,"[('Candle Inferno', 2), ('Toshika 750', 2)]",9500,96.25,-37.81202929999999,144.944515,25,7221.25,Spring,True,0.2358,the phone was described as refurbished. it actually appears new and functions as new. the phone was received earlier than promised. the phone was as described and functions as new.,True
58,ORD110736,ID6167413258,2019-05-27,Nickolson,"[('Lucent 330S', 1), ('pearTV', 2), ('Olivia x460', 2)]",16300,78.44,-37.8134138,144.9663584,10,14748.44,Autumn,True,0.6415,"so great! love my new phone - clarity, functionality, pictures, size of screen/phone. phone condition as advertised. so great!",True
59,ORD429488,ID2877342886,2019-06-08,Bakers,"[('iAssist Line', 1), ('Universe Note', 1), ('iStream', 2)]",5975,85.64,-37.823357200000004,145.0096015,0,6060.64,Winter,True,1.9516,verizon prepaid yes this phone doeswork on verizon prepaid contrary to many reviews i have read. just pop in your sim into slot one. universe a50,True
60,ORD175127,ID0846567074,2019-07-05,Nickolson,"[('iStream', 1), ('pearTV', 1)]",6460,45.39,-37.820241700000004,144.9687,10,5859.39,Winter,False,0.198,táctil deficiente la pantll táctil es deficiente tiene fallas en los bordes y creo que no hay manera de arreglarlo,False
61,ORD295873,ID5402876194,2019-09-14,Nickolson,"[('Toshika 750', 2), ('iStream', 1), ('Candle Inferno', 1)]",9220,99.21,-37.8208751,144.9766646,15,7936.21,Spring,True,0.6751,"xp lumia 920 the xp lumia 920 is an awesome phone! solid phone with great sound quality, camera, operating system, etc! highly recommend it!",True
62,ORD321322,ID0702462230,2019-03-06,Thompson,"[('iStream', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",22650,52.28,-37.804918799999996,144.9478494,15,19304.78,Autumn,False,0.8659,one star too sma too much crap with verizon,False
63,ORD282188,ID0440061349,2019-02-23,Bakers,"[('Alcon 10', 1), ('Thunder line', 1), ('Universe Note', 2)]",18030,90.84,-37.8145045,144.9919676,5,17219.34,Summer,True,0.5782,very nice product i recommend,True
65,ORD058009,ID2935371920,2019-02-01,Bakers,"[('Olivia x460', 1), ('Toshika 750', 2)]",9865,102.5,-37.8251086,144.9918508,10,8981.0,Summer,True,1.7084,five stars awesome!,True
66,ORD441725,ID2384091380,2019-08-26,Nickolson,"[('iStream', 2), ('Universe Note', 1)]",3750,78.39,-37.8079064,144.9730355,0,3828.39,Winter,True,1.2287,great s4! got this for my granddaughter. she loved it but is looking forward to trading up soon!,True
67,ORD109612,ID0589760032,2019-04-16,Thompson,"[('iStream', 1), ('Olivia x460', 2)]",2600,65.56,-37.8221449,144.9500525,10,2405.56,Autumn,False,1.0865,awesome phone awesome phone once you get passed all the olivia bloatware included!,True
68,ORD492903,ID0373652147,2019-10-18,Thompson,"[('Thunder line', 2), ('pearTV', 2)]",16980,84.64,-37.812022799999994,144.9262547,5,16215.64,Spring,False,1.8319,its perfect thank u..its perfect,True
69,ORD289290,ID3967630059,2019-05-11,Thompson,"[('Toshika 750', 1), ('pearTV', 1), ('Lucent 330S', 2)]",13090,48.71,-37.8172204,144.9521554,5,12484.21,Autumn,False,0.6755,i have very bad experience with this google pixel phone i have very bad experience with this google pixel phone. 2 problems - volume goes mute often and i miss calls and display screen takes time delay when i do smart touch/move on icons or photois.,False
70,ORD299633,ID2174963243,2019-03-09,Thompson,"[('pearTV', 2), ('Alcon 10', 1)]",21570,79.26,-37.8169506,144.95317230000003,10,19492.26,Autumn,True,0.7175,five stars great phone. best smart phone i've ever owned.,True
71,ORD338978,ID0206204621,2019-01-10,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 2), ('iAssist Line', 2)]",9360,106.73,-37.818287,144.9257374,0,9466.73,Summer,True,1.9772,i was really hoping that this would be faster than some other inexspensive tablets i've had. i mainly use it for email though and it does the job.,True
72,ORD120328,ID0591430541,2019-02-13,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2), ('iStream', 1)]",7480,68.15,-37.8175146,144.9672298,15,6426.15,Summer,False,0.2369,great smart phone for beginners and teens. i can’t really say what i like or dislike the phone is for my 12 year old. it works for everything she needs. the cost was great for the quality.,True
73,ORD378605,ID0319157063,2019-11-01,Nickolson,"[('pearTV', 2), ('Alcon 10', 2)]",30520,105.58,-37.80602329999999,144.9674647,5,29099.58,Spring,True,1.4114,"great phone for the money nice camera, huge, bright oled screen, long lasting battery and works great with metro by tmobile in california. pretty quick, not as fast as flagships, but still good. good amount of storage. only downsude would be that it doesn't have olivia pay, but does have nfc.",True
74,ORD293649,ID0387266341,2019-10-27,Thompson,"[('iStream', 1), ('Thunder line', 2), ('iAssist Line', 1), ('Olivia x460', 1)]",7960,100.07,-37.8095974,144.9535538,10,7264.07,Spring,True,0.6652,made it work my dad used the parts from this to make another cell phone work and it works great! got here very fast too!,True
75,ORD110361,ID2562266920,2019-12-09,Thompson,"[('Thunder line', 2), ('Toshika 750', 2), ('Candle Inferno', 2)]",13860,82.12,-37.8219645,144.9541718,15,11863.12,Summer,True,1.2083,fatal error message - common issues. started out as a decent phone. bought this back in february of 2019. recently started getting a fatal error message and can no longer turn on the phone. according to forums - this model has random issues like this especially they fatal error message that make the phone useless.,False
76,ORD002520,ID0844417606,2019-07-27,Thompson,"[('Olivia x460', 2), ('Toshika 750', 2), ('Universe Note', 1)]",14540,49.21,-37.8201966,144.9462139,15,12408.21,Winter,False,0.8409,"definitely refurbished the back of ours isnt closing correctly and also has faulty keypad. without those two, the phone is great, but becareful. refurbished does mean something has been wrong with it before.",False
77,ORD125449,ID1458418013,2019-02-07,Bakers,"[('Alcon 10', 1), ('Toshika 750', 2), ('Olivia x460', 2)]",20040,84.53,-37.8193333,145.0065084,15,17118.53,Summer,True,1.4366,one star two weeks and this phone don't work.,False
78,ORD088741,ID6167489482,2019-10-11,Nickolson,"[('pearTV', 2), ('Universe Note', 1), ('Olivia x460', 1), ('Thunder line', 1)]",19475,75.0,-37.8169947,144.9614569,10,17602.5,Spring,False,0.7337,"thanks i really love the phone camera is awesome, the only concern i have is face lock it doesn't give me an option but the rest is excellent",True
79,ORD094483,ID5002594978,2019-06-06,Thompson,"[('pearTV', 1), ('Candle Inferno', 2)]",7170,63.1,-37.812277200000004,144.95139790000005,25,5440.6,Winter,False,0.3832,everything perfect,True
80,ORD251292,ID4297530211,2019-05-20,Nickolson,"[('pearTV', 1), ('Alcon 10', 2)]",24210,70.2,-37.8057133,144.9772381,5,23069.7,Autumn,False,1.5853,"for the price it has a good sized screen and is very responsive i use it as a micro tablet, meaning i don't have phone service activated on it. for the price it has a good sized screen and is very responsive.only down side is no microsd card slot.",True
81,ORD430394,ID0588197215,2019-10-07,Nickolson,"[('iAssist Line', 1), ('pearTV', 2)]",14845,100.54,-37.812148,144.97385730000005,10,13461.04,Spring,True,0.8114,cool stuff a great phone with a great price. worth the buying,True
82,ORD488918,ID0711766687,2019-07-25,Thompson,"[('Candle Inferno', 1), ('Thunder line', 1), ('Universe Note', 2), ('iAssist Line', 2)]",13960,71.25,-37.8151397,144.94772719999997,10,12635.25,Winter,True,0.2806,three stars ok phone.,True
83,ORD128563,ID0030385491,2019-11-06,Bakers,"[('Thunder line', 1), ('pearTV', 1), ('Lucent 330S', 2)]",10950,74.99,-37.81559960000001,144.9973708,0,11024.99,Spring,False,0.6515,"great phone this phone looked new, no visible scratches i have had phone for bout month and no problems, love it. seller was great. even got item sooner than projected.",True
84,ORD487446,ID0777706221,2019-05-25,Thompson,"[('Thunder line', 2), ('pearTV', 1), ('iStream', 2), ('Alcon 10', 1)]",19920,50.82,-37.805754,144.95436850000004,25,14990.82,Autumn,False,1.0027,"not ""like new"" malfunctioned since i received it. ""certified refurbished"" ""like new"" - in no way is it like new. constantly froze, constantly had to remove the battery in order to restart the phone.",False
85,ORD222624,ID2190483600,2019-05-20,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 2), ('pearTV', 2), ('iStream', 2)]",19700,64.43,-37.8123421,144.9622123,25,14839.43,Autumn,True,0.9492,two stars this phone less than 3 months after i bought it get mother board issue,False
86,ORD338401,ID2237633848,2019-07-26,Bakers,"[('Thunder line', 1), ('Candle Inferno', 1), ('iStream', 1), ('Lucent 330S', 2)]",5220,65.72,-37.80898670000001,144.985233,15,4502.72,Winter,False,0.8865,convenient and fun.,True
87,ORD215719,ID2020813891,2019-05-25,Nickolson,"[('Thunder line', 1), ('Olivia x460', 1)]",3405,63.65,-37.815939799999995,144.9610629,25,2617.4,Autumn,True,0.8028,"good, but not the best refurbished ever. 3d touch doesn’t work, the screen feels and look not like an original pear alcon 7 plus screen, feels roughly and fingers go not smooth at all. strange feeling when you use it , i put a glass screen protector and it works better, but is not how it needs to be, and 3d touch still no working!!! 😒👎",False
88,ORD448653,ID6222911346,2019-07-05,Bakers,"[('iStream', 1), ('Toshika 750', 2), ('Thunder line', 2)]",13150,82.84,-37.812216799999995,145.0156232,5,12575.34,Winter,True,1.8103,five stars exactly as described. thank you!,True
89,ORD456030,ID0443264064,2019-05-16,Bakers,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('iStream', 1), ('Olivia x460', 2)]",5920,52.41,-37.820884899999996,145.0024077,5,5676.41,Autumn,False,1.3665,save your money ordered it and the battery was bad. ordered a replacemeht and the screen is scratched and somehow the screen is low quality and blacks out!!! don't buy,False
90,ORD287275,ID0103299675,2019-01-24,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1), ('iStream', 2), ('Olivia x460', 2)]",11520,77.15,-37.8161124,144.9624868,25,8717.15,Summer,True,0.6799,don’t buy it this phone has stoppped working at the moment. it had initiallly been bought for convenience but has not delivered,False
91,ORD386925,ID0560997644,2019-07-04,Thompson,"[('pearTV', 1), ('Universe Note', 1), ('Alcon 10', 1), ('Olivia x460', 2)]",21160,78.5,-37.8108598,144.93843969999998,25,15948.5,Winter,True,0.7853,"i love my thunder line!  the price i paid during gold day was comparable to buying a new digital clock with the bells and whistles, but this does so much more.  i can play music, set alarms, call friends, play games, set timers...the list goes on and on.  definitely worth the money.",True
92,ORD425913,ID2189382624,2019-12-23,Nickolson,"[('iAssist Line', 2), ('iStream', 2)]",4750,78.51,-37.8083294,144.9772997,15,4116.01,Summer,False,1.3305,a good budget phone choice check out cnet for review,True
93,ORD125493,ID0709846561,2019-07-12,Thompson,"[('Thunder line', 1), ('Alcon 10', 2), ('Lucent 330S', 1)]",21310,60.27,-37.814805299999996,144.9448602,25,16042.77,Winter,False,0.3067,"best buy was selling it cheaper and why we returned this could have been a lower price, best buy was selling it cheaper and why we returned it",True
94,ORD025304,ID0269335440,2019-09-15,Nickolson,"[('Olivia x460', 1), ('pearTV', 2), ('Toshika 750', 2)]",22485,86.54,-37.8126411,144.97790780000003,15,19198.79,Spring,True,0.9896,"worked for like 2 weeks :( was a really cool phone while it worked, able to put in a memory card to store and play music, but then it stopped working after having it in my pocket when it was raining :(",False
95,ORD033025,ID1463620587,2019-05-27,Bakers,"[('Universe Note', 2), ('iStream', 1), ('Olivia x460', 1), ('Lucent 330S', 1)]",9505,82.09,-37.8172423,145.00721380000005,25,7210.84,Autumn,True,1.327,the battery really is very good very good cell phone i love everything that comes with very fast tools and good weight the battery lasts me a lot .... i really recommend it,True
