,order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
42,ORD364915,ID0664380200,2019-09-09,Nickolson,"[('Toshika 750', 1), ('Thunder line', 1), ('iStream', 1), ('Lucent 330S', 2)]",9110,94.58,-37.81957020000001,144.9692636,25,6927.08,Spring,True,0.1115,perfect arrived and i was not disappointed. nicely refurbished with no scratches phone works and the price is great. thank you so much.,True
43,ORD021805,ID0377540822,2019-07-19,Thompson,"[('Toshika 750', 1), ('iStream', 2), ('Universe Note', 2)]",11520,73.88,-37.817235499999995,144.95315680000004,25,8713.88,Winter,False,0.7379,"one of my better purchases off of digico absolutly, 100% meant my expectations. one of my better purchases off of digico! thank you!!",True
44,ORD471931,ID3555806739,2019-12-28,Thompson,"[('iStream', 1), ('Olivia x460', 2), ('pearTV', 1)]",8910,98.6,-37.8046514,144.9377347,5,8563.1,Summer,False,1.213,excelente recomendado producto en perfecto estado,True
45,ORD059409,ID3222703104,2019-10-22,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 2), ('iStream', 2), ('Lucent 330S', 2)]",7640,91.82,-37.8008765,144.95412009999995,25,5821.82,Spring,True,1.4522,finger print is not working finger print is not working. i returned it,False
46,ORD072049,ID1713460557,2019-07-24,Nickolson,"[('Toshika 750', 2), ('iStream', 1), ('Candle Inferno', 2)]",9650,68.8,-37.8077167,144.9710681,0,9718.8,Winter,False,1.2183,loaded the speedtalk mobile sim card and everything worked! woo hoo! worked great on speedtalk mobile. nice phone with a great screen. loaded the speedtalk mobile sim card and everything worked! woo hoo!,True
47,ORD325362,ID2190560998,2019-04-06,Nickolson,"[('iStream', 2), ('Lucent 330S', 2)]",2760,79.88,-37.814200299999996,144.96317,25,2149.88,Autumn,True,0.7444,toshika xperia is a best i love this smartphone,True
48,ORD134106,ID1496246597,2019-02-09,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 2)]",5910,80.09,-37.8266136,144.98172390000005,25,4512.59,Summer,True,1.3937,"battery life it's an amazing phone. battery lasts forever and the camara is awesome. i had to call at&t in the united states to be able to connect to my data, but after that everything has been great.",True
49,ORD433222,ID4716795574,2019-06-19,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2), ('Candle Inferno', 1), ('iStream', 1)]",22930,76.47,-37.8192205,144.95298469999997,15,19566.97,Winter,True,0.8954,easy to set up.,True
50,ORD097774,ID0575430811,2019-03-14,Nickolson,"[('iStream', 1), ('Olivia x460', 1), ('iAssist Line', 1), ('Thunder line', 1)]",5780,80.58,-37.8208316,144.9825545,25,4415.58,Autumn,True,1.1702,new candle replaced my old candle that had a lot of books. to my surprise the book transfer worked well. seems to work surfing the net. music sound is only okay.,True
51,ORD454330,ID1093410235,2019-05-05,Bakers,"[('Toshika 750', 2), ('Alcon 10', 2), ('Lucent 330S', 1), ('iStream', 2)]",28070,78.87,-37.80821810000001,145.00962880000003,25,21131.37,Autumn,True,1.2815,five stars awesome phone for selfish.,True
52,ORD242712,ID6167266644,2019-10-24,Nickolson,"[('Thunder line', 2), ('pearTV', 2), ('Candle Inferno', 2), ('Toshika 750', 2)]",26480,104.44,-37.8085511,144.9632138,25,19964.44,Spring,True,1.2493,can't beat the value on this. 5 stars even though it has less apps than the play store.,True
53,ORD475851,ID2291074004,2019-08-30,Thompson,"[('Thunder line', 2), ('Alcon 10', 1)]",13310,63.18,-37.8129131,144.95268869999995,10,12042.18,Winter,False,0.4949,"i got what i asked for. thanks! the phone is well built. you can feel it right away, and smooth to the touch.",True
54,ORD242364,ID6202471447,2019-11-04,Bakers,"[('Lucent 330S', 1), ('Toshika 750', 2), ('Universe Note', 2), ('iStream', 2)]",17070,78.83,-37.8229383,144.98102360000001,0,17148.83,Spring,False,1.907,"i have enjoyed the new candle,however, was extremely disappointed that it does not have an hdmi port like the old version did.",True
55,ORD239924,ID3114181802,2019-05-31,Nickolson,"[('Universe Note', 2), ('pearTV', 2)]",19520,65.31,-37.8110706,144.9636135,10,17633.31,Autumn,False,0.987,love it!,True
56,ORD033257,ID1457647364,2019-08-09,Nickolson,"[('Alcon 10', 2), ('Thunder line', 1), ('iAssist Line', 1), ('Olivia x460', 1)]",23530,76.44,-37.812317900000004,144.9658842,10,21253.44,Winter,True,0.7696,"classy but lacks performance for $300, this has some neat features but completely lacks speed. apps like snapchat and instagram will glitch while shooting or editing videos. for $300 i expected more, considering the s8 is currently only $150 more than the p20 lite.",True
57,ORD093860,ID0250774446,2019-03-31,Thompson,"[('Thunder line', 2), ('pearTV', 2), ('Lucent 330S', 2), ('Universe Note', 1)]",22890,68.74,-37.8158448,145.013596,10,20669.74,Autumn,True,5.8611,do not buy do not buy - black screen after one month - likely not new as claimed,False
58,ORD164101,ID3983269226,2019-09-11,Bakers,"[('Olivia x460', 2), ('Alcon 10', 1), ('iAssist Line', 2), ('Universe Note', 1)]",19300,107.48,-37.8208208,144.9883625,5,18442.48,Spring,True,1.3479,"beautiful, just terrific beautiful, just terrific, i have to tell you that it is probably the best. just don't take my word.",True
59,ORD353659,ID0781093236,2019-11-25,Thompson,"[('Thunder line', 1), ('Universe Note', 1), ('Lucent 330S', 1), ('Candle Inferno', 2)]",7720,77.64,-37.802889,144.9476755,15,6639.64,Spring,False,1.0905,good phone it is an ok phone for the price. love the wide clear display. i would recommend this phone as a gift for someone not too fancy abt gadgets,True
60,ORD262785,ID0207085201,2019-10-25,Bakers,"[('Alcon 10', 2), ('iAssist Line', 2), ('pearTV', 2), ('Lucent 330S', 2)]",37430,111.65,-37.8171956,145.0143755,15,31927.15,Spring,True,1.8645,value great value phone.,True
61,ORD108345,ID0417273420,2019-05-03,Bakers,"[('Alcon 10', 2), ('Toshika 750', 1), ('Candle Inferno', 2), ('iStream', 2)]",23380,79.12,-37.8172158,144.9887299,0,23459.12,Autumn,True,0.9863,"the phone works well. however, when i ordered ... the phone works well. however, when i ordered the phone it said white. even in this review the title says white with bamboo. i got a black phone. 😞",True
62,ORD309027,ID3215192049,2019-03-24,Bakers,"[('Candle Inferno', 1), ('Universe Note', 2), ('pearTV', 2)]",19950,62.37,-37.8097732,144.9474216,0,20012.37,Autumn,True,4.2048,camera never worked the camera never work on this phone. it constantly said camera fault when my girlfriend tried to use it. everything else worked ok. return date passed so i’m stuck with a no camera phone.,False
63,ORD336112,ID0332544811,2019-04-02,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 2)]",18760,68.36,-37.79630529999999,144.9400168,15,16014.36,Autumn,True,1.9247,good value,True
64,ORD280822,ID0277119323,2019-07-11,Thompson,"[('Thunder line', 1), ('Olivia x460', 1)]",3405,72.17,-37.8262923,144.93811619999997,15,2966.42,Winter,False,1.7083,"t-mobile it worked right away, as soon as i inserted the sim card(nano) from my old phone, some applications did not switch from the old phone, the version seems to be outdated, while on the whole i am happy with the purchase",True
65,ORD378814,ID6167357828,2019-11-05,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 2), ('Universe Note', 2), ('Thunder line', 1)]",20480,80.5,-37.8077315,144.97084019999997,10,18512.5,Spring,False,1.2146,an excellent buy very good quality pictures and processing power. 100% value for money.,True
66,ORD443456,ID0778827738,2019-05-03,Thompson,"[('Olivia x460', 1), ('iAssist Line', 2)]",5675,68.34,-37.8017321,144.95761509999997,15,4892.09,Autumn,False,1.5309,four stars its fast and clean and all the aps work,True
67,ORD217317,ID0035523916,2019-11-23,Thompson,"[('Alcon 10', 1), ('Universe Note', 2)]",15850,80.67,-37.801193299999994,144.9566989,0,15930.67,Spring,False,1.5331,"great refurb phone i was hesitant to buy a refurbished phone, but my husband is enjoying the phone as if it was brand new.",True
68,ORD245642,ID3222703099,2019-12-29,Thompson,"[('Universe Note', 2), ('iAssist Line', 2)]",11350,62.36,-37.801877399999995,144.9461521,25,8574.86,Summer,False,1.2045,my phone started acting up by turning on and off ... my phone started acting up by turning on and off unplanned. i tried every solution without success. it was very irritating for a new phone. i returned it and bought something else,False
69,ORD452988,ID2189269628,2019-11-28,Nickolson,"[('iStream', 1), ('Alcon 10', 1)]",9100,61.32,-37.8200096,144.9614025,10,8251.32,Spring,False,0.7336,no servia no sirvio esta todo golpeado y despues de que lo cargue nunca mas volbio a encender no decerian de vender cosas que no sirven y en ese estado,False
70,ORD268203,ID1521014653,2019-01-10,Bakers,"[('Toshika 750', 2), ('pearTV', 2), ('Universe Note', 2), ('Lucent 330S', 2)]",30620,74.79,-37.8024583,144.9922315,25,23039.79,Summer,False,0.8796,three stars some time reboot when calling and lives his life. but very smart) and pleasant.,True
71,ORD105311,ID2074060881,2019-06-01,Bakers,"[('Toshika 750', 1), ('iAssist Line', 2), ('Olivia x460', 2)]",11220,64.77,-37.819340600000004,145.0022538,15,9601.77,Winter,True,1.2097,"it was not working good. and the browse is yes, it was not working good. and the browse is 2g",False
72,ORD360212,ID2936341084,2019-10-15,Nickolson,"[('pearTV', 2), ('Thunder line', 1), ('iAssist Line', 2), ('Alcon 10', 2)]",37150,71.66,-37.8187148,144.96718230000005,10,33506.66,Spring,False,0.2087,itworks good product,True
73,ORD380214,ID0575524452,2019-01-20,Nickolson,"[('Lucent 330S', 1), ('pearTV', 2)]",13850,97.15,-37.8212513,144.9832469,10,12562.15,Summer,True,1.2401,it work well a gift,True
74,ORD187014,ID6167191709,2019-04-30,Bakers,"[('Thunder line', 1), ('Toshika 750', 1), ('Alcon 10', 1)]",15450,79.3,-37.8187341,144.9553509,15,13211.8,Autumn,True,3.6396,"excellent performance got this for my kid (12 years). he loves it due to general performance that allows him to play many games. a lot of features (camera) and very good score on benchmark compared to expensive brands (pear, olivia, etc...)",True
75,ORD218713,ID4518401169,2019-07-03,Thompson,"[('Olivia x460', 1), ('Alcon 10', 1), ('Universe Note', 1), ('pearTV', 1)]",19935,48.51,-37.807236700000004,144.9495695,5,18986.76,Winter,False,0.6439,"one star the phone that arrived was not this one, and the one that arrived is not compatible with verizon.",False
76,ORD355406,ID0128876884,2019-05-15,Bakers,"[('iAssist Line', 2), ('Candle Inferno', 1), ('pearTV', 2), ('Toshika 750', 1)]",21820,65.66,-37.8027541,144.99499519999995,15,18612.66,Autumn,False,0.8064,"five stars super happy with the s7 - very easy to migrate from s4, and major improvement",True
77,ORD311328,ID5314227973,2019-08-25,Nickolson,"[('pearTV', 1), ('Toshika 750', 2), ('iStream', 1), ('Thunder line', 1)]",17280,73.41,-37.8186212,144.9653171,25,13033.41,Winter,True,0.3723,a good buy it was actually in perfect condition and i was worried about it because of some of the comments after it was to late to cancel,True
78,ORD438258,ID3807748044,2019-11-11,Bakers,"[('Olivia x460', 1), ('Thunder line', 1)]",3405,98.2,-37.8068488,144.9979094,10,3162.7,Spring,True,0.4221,"great product, good speed, nice resolution for the price.",True
79,ORD064230,ID4740821307,2019-09-19,Thompson,"[('Universe Note', 2), ('iAssist Line', 1), ('Toshika 750', 2)]",17765,64.6,-37.803352399999994,144.9499935,10,16053.1,Spring,True,1.069,meh. complete trash. slow. runs out of space quick. one year in and i can't even get updates anymore because it ran out of space. bluetooth keeps turning on randomly. vibrates randomly. just garbage.,False
80,ORD276220,ID0207093528,2019-09-26,Bakers,"[('Lucent 330S', 2), ('Thunder line', 2), ('Alcon 10', 2), ('Toshika 750', 1)]",29040,66.16,-37.8011713,145.0045171,10,26202.16,Spring,False,1.2775,never worked never worked,False
81,ORD226098,ID3098154908,2019-07-12,Thompson,"[('Universe Note', 1), ('Candle Inferno', 1)]",3880,80.89,-37.822999700000004,144.93749440000005,5,3766.89,Winter,True,1.4249,great phone great phone for anyone who hates spending almost a grand on alcon or other top of the line phone. love it. way better than g4.,True
82,ORD426091,ID3983269231,2019-06-29,Bakers,"[('iStream', 2), ('Olivia x460', 1), ('pearTV', 2), ('Toshika 750', 1)]",18465,68.84,-37.8212268,144.9885721,25,13917.59,Winter,False,1.3806,"the most bang for your $$$ don't know why anyone would spend more for a phone. this one has all the bases covered. good memory, great pictures and fast charging. highly recommended!!!",True
83,ORD462577,ID1517193200,2019-12-25,Nickolson,"[('Alcon 10', 2), ('iStream', 2), ('Toshika 750', 2), ('Lucent 330S', 2)]",29300,77.76,-37.8159335,144.98259030000003,15,24982.76,Summer,False,1.1843,"todo perfecto todo perfecto, lo único es que no trae cargador original. y auriculares tampoco",True
84,ORD318569,ID0777830142,2019-03-12,Thompson,"[('iStream', 1), ('iAssist Line', 2)]",4600,81.73,-37.803024799999996,144.95780019999995,0,4681.73,Autumn,True,1.4298,"delivered in perfect condition product came in perfect condition - no scratches on the screen, sides or anything. but generally the screen cracked pretty quickly.",True
85,ORD317518,ID0373003030,2019-04-25,Bakers,"[('Toshika 750', 1), ('Thunder line', 1), ('Alcon 10', 2), ('Candle Inferno', 2)]",25260,64.76,-37.809116100000004,144.9865469,0,25324.76,Autumn,False,0.7701,excellent phone excellent android. just as i expected.,True
86,ORD449467,ID6167344487,2019-09-21,Nickolson,"[('iAssist Line', 1), ('Toshika 750', 2)]",10865,79.43,-37.8088896,144.96614590000001,25,8228.18,Spring,False,1.1211,i would definitely recommend purchasing this phone i would definitely recommend purchasing this phone! it's unlock and can be used anywhere once you insert your gsm card.,True
87,ORD041857,ID4267683944,2019-03-14,Thompson,"[('pearTV', 2), ('Toshika 750', 2)]",21260,63.59,-37.819864700000004,144.9525642,5,20260.59,Autumn,False,0.9351,love olivia so far really great.,True
88,ORD072439,ID3215192018,2019-10-15,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 1)]",2880,82.94,-37.8083395,144.94903440000004,5,2818.94,Spring,True,0.5124,broken in under a year i didn't even have the phone a year and the charging port broke.,False
89,ORD218548,ID6202471406,2019-02-15,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 1)]",4685,72.37,-37.8213793,144.97703169999997,10,4288.87,Summer,False,0.7272,excellent buy it's an amazing phone... it came on time and it works perfectly fine in the caribbean... great choice! it came with everything that the box is supposed to have,True
90,ORD290923,ID3215191980,2019-06-29,Thompson,"[('Universe Note', 2), ('iAssist Line', 1), ('Olivia x460', 1), ('Candle Inferno', 1)]",10780,77.71,-37.8064033,144.95547340000005,10,9779.71,Winter,True,1.0166,so cool after playing with this for a while now i would never spend the money on an pear for what i am doing with it.,True
91,ORD485068,ID3144992682,2019-01-09,Bakers,"[('Thunder line', 2), ('Candle Inferno', 1)]",4790,62.0,-37.814685299999994,144.9839096,25,3654.5,Summer,False,1.1243,not as describe item description wrong it is a at&t phone,False
92,ORD078154,ID3293340294,2019-11-18,Nickolson,"[('Alcon 10', 1), ('pearTV', 2), ('Olivia x460', 2)]",24020,104.52,-37.8238537,144.9811678,25,18119.52,Spring,True,1.1773,alcon x 64gb i came early in good condition with a charger no scratches,True
93,ORD305010,ID0579994944,2019-08-31,Thompson,"[('iStream', 1), ('Lucent 330S', 2)]",2610,67.11,-37.8037717,144.9380206,5,2546.61,Winter,True,1.2709,five stars really good cell phone..,True
94,ORD442888,ID1982447711,2019-05-12,Bakers,"[('Thunder line', 1), ('Alcon 10', 2), ('iStream', 2), ('Lucent 330S', 1)]",21610,67.2,-37.816011100000004,145.0057554,15,18435.7,Autumn,False,1.1423,five stars i love it.,True
95,ORD467179,ID2948774573,2019-11-12,Nickolson,"[('Alcon 10', 2), ('pearTV', 1), ('Thunder line', 2)]",28570,64.67,-37.808530499999996,144.9717364,25,21492.17,Spring,False,1.1367,i have way more buffering with this device than i do with my pear tv 4 gen. it works just not well. i have a glitch with this unit every time i use it. that indeed takes away from the user experience.,False
96,ORD115938,ID0702462230,2019-03-21,Thompson,"[('Olivia x460', 1), ('Thunder line', 2), ('pearTV', 2)]",18205,81.0,-37.804918799999996,144.9478494,25,13734.75,Autumn,True,0.8659,five stars super good phone,True
